timestamp,open,high,low,close,volume
2019-07-21,10529.0,10655.0,10330.0,10594.5,93.89585
2019-07-22,10594.5,10688.5,10078.0,10323.5,1052.05
2019-07-23,10324.0,10330.5,9806.0,9843.5,48692.3151
2019-07-24,9840.5,9919.5,9515.5,9770.5,3.8693
2019-07-25,9770.5,10187.5,9740.0,9882.5,1901.6497
2019-07-26,9882.5,9919.0,9658.5,9843.5,1100.7072
2019-07-27,9843.5,10293.5,9293.0,9471.5,13043.67935
2019-07-28,9471.5,9590.5,9112.0,9531.5,18125.87385
2019-07-29,9530.5,9717.0,9373.5,9496.0,7831144.72435
2019-07-30,9496.0,9759.5,9385.0,9586.5,11686343.0808
2019-07-31,9586.5,10124.0,9570.0,10094.0,27172637.6421
2019-08-01,10094.0,10489.5,9880.5,10408.5,12613831.0871
2019-08-02,10408.5,10668.5,10334.0,10532.0,2589281.266
2019-08-03,10532.0,10921.0,10513.5,10821.0,2164560.1071
2019-08-04,10821.0,11088.5,10582.5,10979.0,1986631.3888
2019-08-05,10980.0,11959.0,10980.0,11808.0,3449605.22165
2019-08-06,11808.0,12319.0,11208.0,11465.5,6753613.9815
2019-08-07,11465.5,12146.0,11384.0,11972.5,3228327.356
2019-08-08,11972.5,12066.5,11467.0,11985.0,3314324.8357
2019-08-09,11985.0,12036.0,11658.5,11866.5,2085687.6346
2019-08-10,11866.5,11983.0,11192.0,11278.5,1471860.8525
2019-08-11,11278.5,11584.0,11097.0,11538.0,1916731.33595
2019-08-12,11538.0,11557.5,11226.5,11391.0,1284083.7866
2019-08-13,11391.0,11443.0,10748.0,10860.5,1018656.62305
2019-08-14,10860.5,10862.5,9904.5,10022.5,2307936.01975
2019-08-15,10017.5,10446.5,9482.5,10297.5,1022801.2689
2019-08-16,10297.5,10542.5,9752.5,10358.0,2434574.932
2019-08-17,10358.0,10474.5,9990.5,10218.0,1971387.1034
2019-08-18,10218.0,10510.0,10073.0,10318.5,992843.91125
2019-08-19,10318.5,10937.0,10273.0,10924.5,1833660.0072
2019-08-20,10925.5,10955.5,10570.5,10766.0,1243384.16135
2019-08-21,10763.5,10804.0,9853.0,10128.5,1836993.5187
2019-08-22,10127.5,10235.5,9759.0,10112.5,6040662.7432
2019-08-23,10111.5,10466.5,10044.0,10413.0,14467583.58485
2019-08-24,10413.0,10434.5,9891.5,10148.0,960599.83155
2019-08-25,10148.0,10360.0,9911.5,10140.5,1808987.14695
2019-08-26,10138.0,10660.5,10138.0,10363.5,1074158.9419
2019-08-27,10363.5,10379.0,10034.0,10176.0,886634.89615
2019-08-28,10176.0,10281.5,9573.5,9718.5,1651320.4844
2019-08-29,9718.5,9718.5,9326.0,9493.5,953680.4755
2019-08-30,9493.5,9698.0,9359.5,9582.5,1103986.689
2019-08-31,9582.5,9696.5,9452.0,9603.5,134444.43485
2019-09-01,9603.5,9836.5,9546.0,9773.0,113980.43985
2019-09-02,9773.0,10473.5,9755.0,10386.5,942537.9292
2019-09-03,10386.5,10777.0,10294.0,10635.0,2197595.32515
2019-09-04,10635.0,10824.5,10386.5,10583.5,1768738.25775
2019-09-05,10583.5,10662.5,10471.0,10579.5,2233213.0592
2019-09-06,10579.5,10944.5,10208.0,10316.0,1125113.39855
2019-09-07,10316.0,10577.5,10312.5,10487.5,268857.52665
2019-09-08,10487.5,10596.5,10248.5,10409.5,273255.79445
2019-09-09,10409.5,10534.5,10085.0,10308.0,740474.5399
2019-09-10,10308.0,10390.5,9938.5,10099.0,962500.2826
2019-09-11,10103.5,10280.0,9869.0,10161.0,1732057.53125
2019-09-12,10161.0,10466.5,10042.0,10432.0,1838246.8771
2019-09-13,10432.0,10457.5,10169.0,10370.0,2088578.9443
2019-09-14,10370.0,10453.5,10238.0,10358.5,1663790.94335
2019-09-15,10358.5,10378.5,10269.0,10304.5,841305.8328
2019-09-16,10304.5,10374.0,10087.0,10269.0,1652653.99985
2019-09-17,10269.0,10276.5,10131.0,10187.0,1826244.57015
2019-09-18,10187.0,10257.5,10101.0,10154.0,723597.1819
2019-09-19,10154.0,10356.5,9617.0,10268.5,1919401.4374
2019-09-20,10268.5,10306.5,10060.5,10159.0,5300180.50655
2019-09-21,10159.0,10160.5,9919.0,9973.5,763752.57065
2019-09-22,9973.5,10080.0,9850.0,10030.5,12832059.2467
2019-09-23,10031.5,10047.0,9617.0,9689.5,2845281.5267
2019-09-24,9689.5,9774.5,8073.5,8532.5,5643008.08655
2019-09-25,8530.5,8742.5,8241.0,8426.5,3180475.70785
2019-09-26,8426.0,8459.5,7749.0,8067.0,2181038.6481
2019-09-27,8067.0,8289.5,7869.5,8194.5,436615.08265
2019-09-28,8194.5,8335.0,8023.5,8218.5,556108.09625
2019-09-29,8218.5,8241.0,7908.0,8056.5,367449.3363
2019-09-30,8056.5,8348.5,7713.0,8302.0,2870988.27475
2019-10-01,8302.0,8527.5,8199.5,8324.0,1889468.26145
2019-10-02,8324.0,8390.0,8180.5,8383.5,1349196.199
2019-10-03,8383.5,8412.5,8083.5,8247.5,1471752.3093
2019-10-04,8247.5,8250.5,8013.0,8160.0,676164.6105
2019-10-05,8160.0,8201.5,8024.5,8147.0,894435.6509
2019-10-06,8147.0,8169.0,7796.5,7862.5,2565469.43555
2019-10-07,7862.5,8305.0,7772.0,8205.0,2549586.80985
2019-10-08,8205.5,8339.0,8103.0,8174.5,429806.39695
2019-10-09,8175.0,8694.5,8112.5,8585.5,7328756.34405
2019-10-10,8585.5,8649.5,8448.0,8587.5,4353758.382
2019-10-11,8587.5,8804.0,8232.5,8263.5,3509350.57505
2019-10-12,8263.5,8406.0,8255.0,8305.5,259542.3097
2019-10-13,8305.5,8463.5,8161.0,8282.5,1066897.52175
2019-10-14,8282.5,8393.0,8218.0,8354.5,1536262.59455
2019-10-15,8354.5,8415.5,8045.0,8162.5,2288949.7713
2019-10-16,8162.5,8174.0,7914.0,7993.5,692578.8464
2019-10-17,7995.0,8125.5,7936.0,8072.5,1276772.77835
2019-10-18,8072.5,8117.0,7820.5,7952.0,840901.0583
2019-10-19,7952.0,8095.5,7882.5,7962.5,1238491.4692
2019-10-20,7960.5,8309.0,7876.5,8234.0,1985323.35065
2019-10-21,8234.0,8337.0,8155.0,8210.5,814916.61385
2019-10-22,8207.5,8309.0,8002.5,8025.0,4587822.04545
2019-10-23,8024.5,8049.0,7287.0,7470.5,17090108.9203
2019-10-24,7470.0,7511.0,7354.5,7426.0,2288597.133
2019-10-25,7426.0,8715.5,7398.5,8666.5,12874196.69035
2019-10-26,8667.0,9909.5,8646.5,9259.5,4162183.75285
2019-10-27,9260.0,9817.5,9110.0,9553.5,4072214.13815
2019-10-28,9553.0,9940.5,9200.0,9220.5,12953390.91645
2019-10-29,9223.0,9564.5,9106.5,9435.5,15323487.82635
2019-10-30,9435.5,9435.5,8996.5,9168.5,11858382.10535
2019-10-31,9168.5,9431.0,8950.0,9152.5,9832315.5275
